date,confirmed,recovered,deaths,active,cfr_recovered,cfr_confirmed
2021-04-07,659278,561639,9447,88192,1.6542167029133965,1.432931176226114
2021-04-08,666132,565030,9521,91581,1.6571200815941491,1.4292962956290944
2021-04-09,673594,568541,9584,95469,1.6577729729729729,1.422815523891246
2021-04-10,678937,572378,9661,96898,1.659854408381569,1.42295971496619
2021-04-11,684756,576590,9739,98427,1.6610128443246028,1.4222584395025382
2021-04-12,691957,581113,9822,101022,1.6621117381776338,1.4194523648145767
2021-04-13,697985,585966,9891,102128,1.6599620378715028,1.4170791635923408
2021-04-14,703170,591299,9987,101884,1.660940051822261,1.4202824352574768
2021-04-15,707362,597214,10081,100067,1.6599840275319244,1.425154305716168
2021-04-16,711779,602908,10182,98689,1.6607675871405503,1.43050019739273
2021-04-17,715252,608815,10283,96154,1.6609648230167113,1.437675113106989
2021-04-18,718950,614936,10385,93629,1.6607470403200917,1.4444676263996106
2021-04-19,723221,621300,10497,91424,1.6614513839097051,1.451423562092362
2021-04-20,727780,628111,10588,89081,1.6577448845230696,1.454835252411443
2021-04-21,732060,635183,10683,86194,1.6540582721493313,1.4593066142119497
2021-04-22,736074,642449,10781,82844,1.6504140961070373,1.464662520344422
2021-04-23,739703,647674,10869,81160,1.6504617010582452,1.4693735188312065
2021-04-24,742400,653151,10952,78297,1.649141774694588,1.4752155172413792
2021-04-25,745322,657452,11053,76817,1.6533907749381083,1.4829831938410512
2021-04-26,748628,661693,11150,75785,1.6571473582990386,1.4893912597444925
2021-04-27,751659,666927,11228,73504,1.6556686893114405,1.493762464096086
2021-04-28,754614,672319,11305,70990,1.653686821995717,1.4981169180534684
2021-04-29,756955,677101,11393,68461,1.654771138165329,1.5051092865493987
2021-04-30,759132,681426,11450,66256,1.6525323434496215,1.5083015865488478
2021-05-01,760584,684671,11510,64403,1.653305677690141,1.5133108243139481
2021-05-02,761943,687328,11579,63036,1.6567297222663386,1.5196674816882627
2021-05-03,763682,691162,11644,60876,1.6567872215092074,1.524718403733491
2021-05-04,765596,695032,11705,58859,1.6562030854476275,1.5288742365425108
2021-05-05,767338,698465,11755,57118,1.655120948438512,1.5319194409764667
2021-05-06,769160,702163,11796,55201,1.65219571431973,1.533621093140569
2021-05-07,770842,704341,11833,54668,1.6522521063317015,1.5350746326744003
2021-05-08,772127,706833,11878,53416,1.6526809802549287,1.5383479660729389
2021-05-09,773513,710162,11934,51417,1.6526888391571204,1.5428312129207913
2021-05-10,775027,712277,11972,50778,1.6530226482880888,1.5447203774836231
2021-05-11,776257,715321,12005,48931,1.6505665959968432,1.5465238960808083
2021-05-12,777397,718249,12045,47103,1.649335746973137,1.5494013997995877
2021-05-13,778687,719619,12076,46992,1.6504144486432188,1.5508156679127814
2021-05-14,779535,720471,12102,46962,1.651985535912462,1.5524639689045392
2021-05-15,779796,721435,12124,46237,1.652764126675564,1.554765605363454
2021-05-16,780159,722036,12149,45974,1.654760040044403,1.557246663821093
2021-05-17,780857,723094,12181,45582,1.6566590731359014,1.5599527186155724
2021-05-18,782129,724209,12211,45709,1.6581570299557318,1.5612514048194095
2021-05-19,783737,726132,12248,45357,1.658766488799805,1.5627691432202384
2021-05-20,785194,727510,12284,45400,1.6604622367848347,1.5644541349016932
2021-05-21,786698,729039,12310,45349,1.6604864915174904,1.564768182962204
2021-05-22,787726,729798,12348,45580,1.66382356032371,1.5675501379921444
2021-05-23,789080,730697,12376,46007,1.6655160394739144,1.5684087798448827
2021-05-24,790521,731531,12401,46589,1.6669534312275853,1.5687122796231852
2021-05-25,792196,732810,12441,46945,1.6693704537129102,1.5704446879307645
2021-05-26,793693,733866,12458,47369,1.6692482085528537,1.5696245273676346
2021-05-27,794985,735157,12480,47348,1.6692592795701657,1.5698409403951017
2021-05-28,796343,736221,12511,47611,1.6709583669457162,1.5710566929074532
2021-05-29,797386,737408,12549,47429,1.673295935633643,1.5737672846024384
2021-05-30,798830,738805,12583,47442,1.6746341437446433,1.5751786988470637
2021-05-31,800540,740372,12619,47549,1.675850043360412,1.576310990081695
2021-06-01,802305,742151,12660,47494,1.6772410576952377,1.5779535214164189
2021-06-02,804293,744065,12694,47534,1.6774164562297904,1.5782805519878949
2021-06-03,805980,746035,12724,47221,1.6769488071970151,1.5786992233057893
2021-06-04,807867,747758,12758,47351,1.6775452455964108,1.5792203419622288
2021-06-05,809314,749425,12801,47088,1.6794231632088121,1.581709942000262
2021-06-06,810990,751322,12839,46829,1.6801433205829661,1.5831267956448292
2021-06-07,812960,753240,12869,46851,1.679787079906384,1.5829807124581776
2021-06-08,815282,755302,12913,47067,1.6809096411811797,1.583869139757777
2021-06-09,817819,757569,12949,47301,1.680557754653363,1.5833576867253023
2021-06-10,820395,759630,12989,47776,1.6811649726449907,1.58326172148782
2021-06-11,822849,761916,13032,47901,1.681661221139999,1.583765672681136
2021-06-12,824486,764024,13071,47391,1.6820337281799522,1.585351358300808
2021-06-13,826922,766266,13118,47538,1.683124108270121,1.5863648566612087
2021-06-14,829972,768830,13172,47970,1.6843946690673426,1.587041490556308
2021-06-15,833291,771073,13222,48996,1.685845249555333,1.5867206054067546
2021-06-16,837247,773752,13282,50213,1.6876018062752054,1.5863896795091532
2021-06-17,841087,776466,13345,51276,1.6896447377916994,1.5866372919804967
2021-06-18,844970,778421,13399,53150,1.6921775150918137,1.585736771719706
2021-06-19,848027,780146,13466,54415,1.6967989395321643,1.5879211393033477
2021-06-20,851668,782655,13548,55465,1.701576105591162,1.5907607189656063
2021-06-21,856304,785482,13626,57196,1.705151243636655,1.5912573104878642
2021-06-22,861150,788385,13702,59063,1.708293489359633,1.5911281426000117
2021-06-23,866877,791553,13787,61537,1.7119477487769141,1.5904217091928843
2021-06-24,872935,794783,13868,64284,1.7149549063811211,1.5886635316489772
2021-06-25,878804,797559,13976,67269,1.7221684831831037,1.590343239220577
2021-06-26,883138,800854,14053,68231,1.7244912609659753,1.591257538459448
2021-06-27,888406,804103,14172,70131,1.7319360850569796,1.5952166014187208
2021-06-28,896770,807673,14276,74821,1.7368474199737454,1.5919355018566634
2021-06-29,904436,811700,14388,78348,1.7417030631119204,1.5908256637285556
2021-06-30,913258,816250,14503,82505,1.7457655885684433,1.5880506932323615
2021-07-01,921559,820913,14646,86000,1.7528385188837652,1.5892634112411685
2021-07-02,930042,825422,14778,89842,1.758866936443704,1.5889604985581296
2021-07-03,936256,829199,14912,92145,1.76659230835755,1.5927267755827466
2021-07-04,944917,833897,15065,95955,1.7745199431776688,1.594319924395476
2021-07-05,954881,839082,15229,100570,1.7826061001204478,1.5948584169126834
2021-07-06,966406,844515,15392,106499,1.7899610074112666,1.5927053433029181
2021-07-07,977568,850502,15593,111473,1.80037986595004,1.5950808537104324
2021-07-08,989219,856346,15792,117081,1.8107226149990026,1.5964109059773417
2021-07-09,1000543,862384,16004,122155,1.8219738885321748,1.59953145442025
2021-07-10,1009315,868139,16189,124987,1.8306555938520548,1.6039591207898427
2021-07-11,1021189,874501,16419,130269,1.8429264131459615,1.6078316550609142
2021-07-12,1034957,881521,16639,136797,1.8525652444998664,1.6076996435600706
2021-07-13,1047155,889167,16842,141146,1.8589219312390937,1.6083578839808816
2021-07-14,1059538,897412,17052,145074,1.864698883717675,1.6093806923394913
2021-07-15,1071774,905807,17278,148689,1.8717669553724738,1.6120935943585122
2021-07-16,1083922,914343,17465,152114,1.8743131632267591,1.6112783023132662
2021-07-17,1092411,923163,17669,151579,1.8780186048093603,1.6174315344682542
2021-07-18,1103989,932008,17894,154087,1.883773273453472,1.6208494831017337
2021-07-19,1117310,941343,18125,157842,1.889067691679139,1.6221997476080945
2021-07-20,1128889,951340,18325,159224,1.889827930264576,1.6232773992837206
2021-07-21,1136503,961044,18498,156961,1.8884335740580802,1.6276243881450378
2021-07-22,1140200,969610,18685,151905,1.8906298220672977,1.6387475881424312
2021-07-23,1146564,978616,18851,149097,1.8898870839837307,1.6441297651068758
2021-07-24,1153344,988339,19046,145959,1.8906376410210595,1.6513720104322736
2021-07-25,1164635,998923,19274,146438,1.8929539175621222,1.6549391010917585
2021-07-26,1179827,1009975,19521,150331,1.896170553358148,1.6545646098961966
2021-07-27,1194752,1022414,19779,152559,1.8978250669501715,1.6554900096421685
2021-07-28,1210982,1035884,20016,155082,1.895634056255327,1.65287345311491
2021-07-29,1226253,1050220,20255,155778,1.8921506807725543,1.6517798529341008
2021-07-30,1240115,1064195,20467,155453,1.8869472702095216,1.6504114537764643
2021-07-31,1249484,1078212,20685,150587,1.882342021135739,1.6554833835407257
2021-08-01,1264328,1093266,20916,150146,1.8772516518845215,1.654317550509045
2021-08-02,1280317,1108748,21162,150407,1.872892531263552,1.652871905942044
2021-08-03,1296093,1125045,21397,149651,1.866383122739746,1.6508846201622878
2021-08-04,1309910,1141157,21638,147115,1.8608611148138752,1.6518692123886374
2021-08-05,1322654,0,21902,1300752,100.0,1.655913035457497
2021-08-06,1335260,0,22150,1313110,100.0,1.6588529574764466
2021-08-07,1343396,0,22411,1320985,100.0,1.6682348317249716
2021-08-08,1353695,0,22652,1331043,100.0,1.6733459161775732
2021-08-09,1365158,0,22897,1342261,100.0,1.6772417551668013
2021-08-10,1376322,0,23161,1353161,100.0,1.6828184102266766
2021-08-11,1386742,0,23398,1363344,100.0,1.6872641053635067
2021-08-12,1396868,0,23613,1373255,100.0,1.6904245784139946
2021-08-13,1405333,0,23810,1381523,100.0,1.6942603639137486
2021-08-14,1412218,0,23988,1388230,100.0,1.698604606370971
2021-08-15,1418902,0,24175,1394727,100.0,1.70378222033657
2021-08-16,1425861,0,24349,1401512,100.0,1.7076699622193188
2021-08-17,1433396,0,24547,1408849,100.0,1.7125065229706236
2021-08-18,1440644,0,24719,1415925,100.0,1.715829864977052
2021-08-19,1447210,0,24878,1422332,100.0,1.7190317922070744
2021-08-20,1453203,0,25023,1428180,100.0,1.7219204749783754
2021-08-21,1457194,0,25143,1432051,100.0,1.7254394404588544
2021-08-22,1461998,0,25282,1436716,100.0,1.7292773314327379
2021-08-23,1467715,0,25399,1442316,100.0,1.7305130764487655
2021-08-24,1472964,0,25513,1447451,100.0,1.7320857807794352
2021-08-25,1477930,0,25627,1452303,100.0,1.733979281833375
2021-08-26,1482628,0,25729,1456899,100.0,1.7353645014123569
2021-08-27,1486153,0,25846,1460307,100.0,1.7391210729985405
2021-08-28,1489589,0,25926,1463663,100.0,1.7404800921596495
2021-08-29,1493537,0,26015,1467522,100.0,1.7418383341022017
2021-08-30,1497261,0,26109,1471152,100.0,1.74378414985764
2021-08-31,1500618,0,26195,1474423,100.0,1.7456141403075267
2021-09-01,1503680,0,26274,1477406,100.0,1.7473132581400297
2021-09-02,1507116,0,26362,1480754,100.0,1.7491686107771398
2021-09-03,1510283,0,26432,1483851,100.0,1.7501355706182218
2021-09-04,1512026,0,26493,1485533,100.0,1.7521524100776045
2021-09-05,1514456,0,26563,1487893,100.0,1.7539631392394364
2021-09-06,1517166,0,26628,1490538,100.0,1.7551144700052599
2021-09-07,1519805,0,26684,1493121,100.0,1.7557515602330562
2021-09-08,1522302,0,26736,1495566,100.0,1.7562875171943544
2021-09-09,1524890,0,26794,1498096,100.0,1.7571103489432025
2021-09-10,1527215,0,26832,1500383,100.0,1.756923550384196
2021-09-11,1528542,0,26880,1501662,100.0,1.7585385288726119
2021-09-12,1530413,0,26931,1503482,100.0,1.759721068757257
2021-09-13,1532366,0,26972,1505394,100.0,1.760153905790131
2021-09-14,1534440,0,27007,1507433,100.0,1.7600557858241443
2021-09-15,1536341,0,27058,1509283,100.0,1.761197546638409
2021-09-16,1538203,0,27109,1511094,100.0,1.7623811681553085
2021-09-17,1540110,0,27147,1512963,100.0,1.7626663030562753
2021-09-18,1541300,0,27182,1514118,100.0,1.7635762019074808
2021-09-19,1542683,0,27225,1515458,100.0,1.7647825249905522
2021-09-20,1544238,0,27251,1516987,100.0,1.7646891217545482
2021-09-21,1545800,0,27277,1518523,100.0,1.7645879156423858
2021-09-22,1547176,0,27313,1519863,100.0,1.7653453776428796
2021-09-23,1548320,0,27337,1520983,100.0,1.7655910922806655
2021-09-24,1549553,0,27368,1522185,100.0,1.7661867648283085
2021-09-25,1550371,0,27393,1522978,100.0,1.7668674143156702
2021-09-26,1551351,0,27414,1523937,100.0,1.7671049298321269
2021-09-27,1552563,0,27439,1525124,100.0,1.7673356894374013
2021-09-28,1553873,0,27470,1526403,100.0,1.7678407437416057
2021-09-29,1555051,0,27487,1527564,100.0,1.7675947605576923
2021-09-30,1555911,0,27510,1528401,100.0,1.7680959900662698
2021-10-01,1556758,0,27531,1529227,100.0,1.7684829626698562
2021-10-02,1557347,0,27555,1529792,100.0,1.7693551918743864
2021-10-03,1557964,0,27573,1530391,100.0,1.7698098287251824
2021-10-04,1558758,0,27591,1531167,100.0,1.7700630886898416
2021-10-05,1559452,0,27614,1531838,100.0,1.7707502379040843
2021-10-06,1560155,0,27635,1532520,100.0,1.77129836458557
2021-10-07,1560818,0,27647,1533171,100.0,1.771314784939692
2021-10-08,1561463,0,27654,1533809,100.0,1.7710313981183032
2021-10-09,1561878,0,27674,1534204,100.0,1.771841334598477
2021-10-10,1562359,0,27688,1534671,100.0,1.7721919225990954
2021-10-11,1562958,0,27699,1535259,100.0,1.7722165278913444
2021-10-12,1563501,0,27713,1535788,100.0,1.7724964678628283
2021-10-13,1564019,0,27730,1536289,100.0,1.7729963638549149
2021-10-14,1564485,0,27737,1536748,100.0,1.7729156879100791
2021-10-15,1564881,0,27746,1537135,100.0,1.7730421674235932
2021-10-16,1565174,0,27752,1537422,100.0,1.773093598539204
2021-10-17,1565488,0,27768,1537720,100.0,1.7737600032705456
2021-10-18,1565827,0,27778,1538049,100.0,1.7740146261368592
2021-10-19,1566296,0,27785,1538511,100.0,1.773930342668308
2021-10-20,1566664,0,27791,1538873,100.0,1.7738966364198068
2021-10-21,1566907,0,27801,1539106,100.0,1.7742597359000885
2021-10-22,1567139,0,27805,1539334,100.0,1.7742523158443508
2021-10-23,1567417,0,27814,1539603,100.0,1.7745118242305653
2021-10-24,1567692,0,27823,1539869,100.0,1.7747746368546884
2021-10-25,1567981,0,27828,1540153,100.0,1.7747664034194293
2021-10-26,1568257,0,27834,1540423,100.0,1.7748366498603227
2021-10-27,1568563,0,27841,1540722,100.0,1.7749366777107454
2021-10-28,1568857,0,27847,1541010,100.0,1.77498650291263
2021-10-29,1569162,0,27854,1541308,100.0,1.7750875945249758
2021-10-30,1569328,0,27862,1541466,100.0,1.7754096020717147
2021-10-31,1569539,0,27868,1541671,100.0,1.7755532038388342
2021-11-01,1569753,0,27870,1541883,100.0,1.7754385562569397
2021-11-02,1569982,0,27873,1542109,100.0,1.7753706730395635
2021-11-03,1570238,0,27880,1542358,100.0,1.7755270220183181
2021-11-04,1570485,0,27887,1542598,100.0,1.7756934959582549
2021-11-05,1570485,0,27887,1542598,100.0,1.7756934959582549
2021-11-06,1570835,0,27891,1542944,100.0,1.775552492782501
2021-11-07,1571013,0,27895,1543118,100.0,1.7756059306956722
2021-11-08,1571228,0,27901,1543327,100.0,1.7757448314312119
2021-11-09,1571434,0,27904,1543530,100.0,1.7757029566625133
2021-11-10,1571669,0,27906,1543763,100.0,1.7755647022369214
2021-11-11,1571906,0,27907,1543999,100.0,1.7753606131664361
2021-11-12,1572127,0,27912,1544215,100.0,1.7754290842915363
2021-11-13,1572278,0,27918,1544360,100.0,1.7756401857686746
2021-11-14,1572501,0,27922,1544579,100.0,1.7756427499887122
2021-11-15,1572735,0,27926,1544809,100.0,1.7756328942892476
2021-11-16,1572948,0,27928,1545020,100.0,1.7755195975963605
2021-11-17,1573214,0,27934,1545280,100.0,1.7756007764995734
2021-11-18,1573458,0,27939,1545519,100.0,1.775643201153129
2021-11-19,1573711,0,27946,1545765,100.0,1.7758025457024829
2021-11-20,1573889,0,27946,1545943,100.0,1.7756017101587216
2021-11-21,1574088,0,27953,1546135,100.0,1.7758219362576932
2021-11-22,1574352,0,27955,1546397,100.0,1.7756511885524966
2021-11-23,1574636,0,27958,1546678,100.0,1.7755214538471114
2021-11-24,1574948,0,27961,1546987,100.0,1.7753602023685862
2021-11-25,1575185,0,27970,1547215,100.0,1.7756644457635136
2021-11-26,1575424,0,27973,1547451,100.0,1.7755854931751707
2021-11-27,1575579,0,27975,1547604,100.0,1.7755377546920845
2021-11-28,1575784,0,27978,1547806,100.0,1.7754971493554954
2021-11-29,1576011,0,27980,1548031,100.0,1.7753683191297522
2021-11-30,1576284,0,27981,1548303,100.0,1.775124279634888
2021-12-01,1576566,0,27983,1548583,100.0,1.7749336215546954
2021-12-02,1576827,0,27986,1548841,100.0,1.7748300859891415
2021-12-03,1577070,0,27989,1549081,100.0,1.7747468406602116
2021-12-04,1577070,0,27989,1549081,100.0,1.7747468406602116
2021-12-05,1577443,0,28001,1549442,100.0,1.775087911258917
2021-12-06,1577720,0,28005,1549715,100.0,1.7750297898232894
2021-12-07,1578011,0,28010,1550001,100.0,1.7750193122861628
2021-12-08,1578288,0,28016,1550272,100.0,1.7750879433918272
2021-12-09,1578550,0,28016,1550534,100.0,1.774793322986285
2021-12-10,1578819,0,28017,1550802,100.0,1.7745542712622535
2021-12-11,1578996,0,28022,1550974,100.0,1.7746720067688582
2021-12-12,1579325,0,28028,1551297,100.0,1.7746822218352778
2021-12-13,1579710,0,28031,1551679,100.0,1.7744396123339095
2021-12-14,1580005,0,28034,1551971,100.0,1.774298182600688
2021-12-15,1580302,0,28038,1552264,100.0,1.7742178393750054
2021-12-16,1580559,0,28041,1552518,100.0,1.774119156576882
2021-12-17,1580750,0,28043,1552707,100.0,1.7740313142495652
2021-12-18,1580872,0,28047,1552825,100.0,1.7741474325562094
2021-12-19,1581083,0,28048,1553035,100.0,1.7739739153478977
2021-12-20,1581343,0,28050,1553293,100.0,1.7738087182856597
2021-12-21,1581634,0,28051,1553583,100.0,1.7735455863998877
2021-12-22,1581986,0,28052,1553934,100.0,1.7732141750938377
2021-12-23,1582368,0,28054,1554314,100.0,1.7729124957026432
2021-12-24,1582710,0,28055,1554655,100.0,1.7725925785519774
2021-12-25,1582985,0,28056,1554929,100.0,1.7723478112553184
2021-12-26,1583253,0,28060,1555193,100.0,1.7723004472437445
2021-12-27,1583626,0,28061,1555565,100.0,1.7719461539530166
2021-12-28,1584023,0,28062,1555961,100.0,1.7715651856065222
2021-12-29,1584518,0,28063,1556455,100.0,1.771074863144502
2021-12-30,1585027,0,28070,1556957,100.0,1.7709477504168698
2021-12-31,1585539,0,28072,1557467,100.0,1.7705020185564657
2022-01-01,1585909,0,28076,1557833,100.0,1.770341173421678
2022-01-02,1586466,0,28077,1558389,100.0,1.7697826489820772
2022-01-03,1587140,0,28081,1559059,100.0,1.7692831130209055
